,B3LYP,B3PW91,B97-1,B97-2,B97-D3(0),BLYP,BMK,BP86,HCTH/407,HSE-HJS,M05,M05-2X,M06,M06-2X,M06-L,M08-HX,M11,M11-L,MN12-L,MN12-SX,MN15,MN15-L,N12,N12-SX,OLYP,PBE,PBE0,PW6B95,PW91,revPBE,revTPSS,RPBE,SOGGA11-X,τ-HCTH,τ-HCTHh,TPSS,TPSSh,B97M-V,B97M-rV,ωB97X-V,ωB97M-V,B3LYP-D3(BJ),PBE-D3(BJ),PBE0-D3(BJ),PW6B95-D3(BJ),SCAN-D3(BJ),SVWN5,HF,revPBE-D3(BJ),M06-L-D3(0),B2PLYP-D3(BJ),DSD-PBEP86-D3(BJ),PWPB95-D3(BJ),revTPSS-D3(BJ),M11-D3(BJ),M11-L-D3(0),M06-D3(0),M06-2X-D3(0),N12-D3(0),N12-SX-D3(BJ)
,3,3,10,9,9,1,17,1,15,1,22,19,33,29,34,47,40,44,58,58,59,58,21,26,1,1,1,6,1,1,1,1,21,16,17,1,1,12,12,10,12,6,3,4,9,2,1,1,4,35,5,7,10,6,46,50,39,35,27,32
MN_NCCE30_16,0.477848103,0.575614006,0.340140626,0.534835333,0.309989446,0.549133126,0.661770991,0.016942743,0.208207486,0.443648863,0.311558218,0.090235794,0.101468205,0.101970213,0.30609889,0.127447078,0.409386872,0.285642097,0.410139882,0.490774789,0.121699723,0.440899746,0.37443462,0.118034443,1.879201202,0.810992632,0.316452789,0.243096987,1.04511624,0.607742467,0.111320097,0.427208127,0.342243409,0.246485535,0.204003176,0.158132268,0.007718361,0.469082681,0.500187424,0.110457084,0.049353,0.386853023,0.882534933,0.393146939,0.177842326,1.034337517,3.337594869,2.535497265,0.512323448,0.27366295,0.415410958,0.440122029,0.067081754,1.049076,0.2317021,0.3197091,0.2228914,0.0852096,1.0327474,0.9413892
MN_PA8_2,1.33555878,0.754309744,0.480254161,1.709624676,1.709624676,2.840921496,1.145153724,1.124841258,1.030940811,0.149177715,1.95189812,1.585665042,0.949816448,1.067574787,0.31411218,0.181067722,1.180131076,2.301420633,2.314159066,0.18369071,0.696984286,1.073062729,0.228852532,1.458688596,0.365147487,1.408192947,0.35247808,0.313949028,1.420548599,0.240737553,0.158376997,0.333671636,0.451222897,1.514103916,0.690077922,0.420889112,0.899835356,0.254371817,0.26985397,0.100569236,2.637764,0.912278859,1.129917806,0.587241747,0.196353841,0.023505546,4.188760627,2.261823148,0.428450595,2.77007573,0.527540541,0.451823702,0.623359835,0.0521395,1.1709211,2.3143886,0.9495042,1.0675577,0.2569653,1.5627884
MGCDB84_Butanediol65_5,0.832169232,0.632723621,0.661708975,0.746957772,0.298865523,1.096196364,0.051415135,0.813512684,1.39275133,0.537883843,0.902935737,0.555593379,0.133834429,0.524790632,0.397115352,0.812496835,1.17986995,0.019914435,1.348094077,0.54180461,1.021841095,1.296348263,0.810428789,0.446902809,1.375461184,0.775257634,0.513276497,0.430675627,0.776679947,0.964874063,0.154239783,1.018551162,0.476710075,1.380930118,0.763274399,0.507022988,0.437063586,0.063936397,0.059760321,0.065030209,0.056953,0.544949431,0.612911942,0.390552061,0.482196493,0.097199474,0.45513291,0.443762814,0.466584032,0.388573414,0.320867897,0.077221136,0.484720345,0.0244873,1.1824051,0.2897057,0.1719054,0.5163381,0.2619985,0.3632119
MGCDB84_NHTBH38_38,0.4205091,0.30044309,0.22854154,0.06670728,0.71580925,1.22792202,1.59615342,2.237085,1.19897099,0.39229667,0.22124097,0.28944546,1.11935545,0.06965549,0.12137846,1.60501392,0.52706454,0.79556409,2.13680858,1.0040379,0.74336632,0.94044536,0.50013397,1.83287605,1.97136516,2.4347621,0.41334127,0.02055258,2.06405433,2.513176,1.60516316,2.5652645,0.21066687,0.78203065,0.29648457,0.94431321,0.31548706,0.64237691,0.64031278,0.25207679,1.035045,0.52043428,2.37798307,0.36469542,0.00601237,0.78123903,2.29082497,4.54121809,2.36602539,0.12145022,0.441922323,0.520853798,0.038790996,1.5403164,0.5322227,0.7539728,1.1202089,0.069712,0.5901627,1.8752266
MGCDB84_RG10_268,0.030617842,0.032180466,0.008521225,0.009124701,0.012941248,0.041532742,0.021139186,0.04890554,0.009475622,0.008045133,0.013914732,0.022114398,0.02932858,0.007697825,0.000856008,0.003908672,0.014857897,0.001012841,0.0130833,0.018379104,0.014943471,0.006432371,0.015496934,0.015890571,0.005085566,0.002474669,0.009400616,0.006789191,0.026526624,0.002320929,0.004553796,0.002177122,0.005945549,0.003875163,0.007880224,0.003233014,0.006188019,0.006660426,0.007779527,0.001023195,0.007026,0.013120103,0.011368065,0.004782637,0.017720911,0.001450048,0.003903257,0.016980304,0.017062935,0.010515898,0.010647407,0.006003822,0.006998185,0.0199152,0.0107352,0.0025891,0.0158497,0.0029573,0.0362173,0.0312645
MGCDB84_RG10_457,0.125745456,0.136869693,0.044471241,0.060544646,0.037384071,0.156935502,0.17410071,0.182820457,0.056878383,0.049473747,0.06184723,0.071698941,0.025220152,0.01012949,0.045573148,0.031591734,0.030064502,0.128125662,0.079663605,0.058052366,0.062131366,0.049378114,0.132912806,0.130492816,0.035121663,0.03602672,0.054377169,0.00583887,0.055495038,0.050228076,0.050854393,0.013718004,0.082918497,0.002425406,0.054041577,0.043255818,0.049689547,0.007676744,0.011941549,0.004896601,0.006561,0.021032722,0.037232219,0.025446039,0.059375097,0.008689271,0.028151413,0.088798324,0.06543002,0.027397533,0.021180205,0.015337984,0.023115829,0.1376828,0.0782258,0.1579323,0.0277793,0.0040334,0.2472198,0.232074
MGCDB84_S66x8_35,1.167662642,1.812641755,0.639959406,1.737560306,0.415659393,1.744677143,1.395303887,1.682418537,1.480625098,0.602179318,0.408958476,0.109370004,0.816325783,0.19423489,0.632358886,0.428315261,0.637402431,1.769578351,1.742135792,1.196975493,0.474386946,1.477678188,1.244798369,0.421942588,3.478850474,0.645232306,0.642674138,0.93074392,0.293629697,2.411012789,1.216216691,2.137858343,1.137986149,1.383216987,1.008063068,1.246006638,1.197561963,0.17694738,0.13158315,0.05948645,0.075786,0.167016057,0.247606884,0.185813733,0.420818203,0.44232705,2.570492147,2.109359058,0.583357845,0.487567472,0.342508288,0.349088027,0.326338637,0.2054252,0.4901888,1.1248442,0.4226643,0.0702077,0.4936526,0.3637991
MGCDB84_YMPJ519_33,0.47284015,0.78678045,0.10380583,0.36533277,0.57669324,0.03242002,0.35447949,0.48681642,0.14329348,0.8132072,0.46802595,0.55125706,0.31906857,0.42261698,0.671661,0.07918693,0.2297345,0.21928119,0.41435363,0.37368178,0.02325468,1.00948156,1.1437851,1.06719029,0.31839555,0.40160132,0.82931562,0.08655897,0.46033269,0.25647562,0.29367839,0.51637486,0.0511527,0.28220803,0.47324414,0.02453053,0.18398692,0.11937026,0.12210174,0.11828944,0.04878,0.26449697,0.26811462,0.70051727,0.16832762,0.64643308,2.60875284,0.20137263,0.45772857,0.74562638,0.298416738,0.162728639,0.201678969,0.4448077,0.2168392,0.0698525,0.181688,0.4810318,0.6710575,0.9520926
MGCDB84_YMPJ519_122,0.158265398,0.04845795,0.072933832,0.058239499,0.247453524,0.057596935,0.141689421,0.074447636,0.183398339,0.196268691,0.223595343,0.135878996,0.235317534,0.056457566,0.299884183,0.30724657,0.133749606,0.527327511,0.006194369,0.107126191,0.0255718,0.186944207,0.408624557,0.397187004,0.374968832,0.179141384,0.200594553,0.094966444,0.230827459,0.194234487,0.149510699,0.209669275,0.127719302,0.078603751,0.095399676,0.120989325,0.125147643,0.038024908,0.044848697,0.086142029,0.03426,0.03052684,0.082938711,0.073841243,0.024923708,0.16700179,0.996113133,0.260963973,0.223199392,0.356818989,0.017050326,0.003660722,0.089077383,0.0285019,0.0779578,0.50325,0.322284,0.0066459,0.3715325,0.218121
MGCDB84_YMPJ519_283,0.61230966,0.591108875,0.352157086,0.459454872,0.429903255,0.587596705,0.350102871,0.605586022,0.587643956,0.569776564,0.403093349,0.248696143,0.007473629,0.188789675,0.424939384,0.079419664,0.037421269,0.840917565,0.839385187,0.438751056,0.409031704,1.207887317,0.967509405,0.853893664,0.488787114,0.592553277,0.557209745,0.048173035,0.614665582,0.370974401,0.226607997,0.295668304,0.376854542,0.660262305,0.458166031,0.392016113,0.393625235,0.263425592,0.274985321,0.155107977,0.258557,0.346862474,0.443493695,0.417953105,0.02439486,0.276541768,1.333910445,0.045226062,0.072335248,0.391648937,0.257592768,0.080927661,0.112608974,0.047906,0.0409541,0.8806954,0.0502321,0.1576841,0.8649493,0.7289566
MGCDB84_YMPJ519_465,1.242994649,1.134170132,0.742509638,1.251129494,0.35780119,1.076559112,0.428241648,0.632229362,1.686373409,0.868277288,0.364585829,0.794160949,0.033121444,0.361693791,0.679046116,0.521913972,0.208881611,0.713619254,0.938126277,0.235314131,0.5654177,0.960666795,1.099437167,0.883915766,2.04581562,0.524123656,0.866243216,0.132146773,0.526579791,1.092841478,0.564952562,1.100208941,0.479483258,1.191257683,0.774733757,0.651061675,0.783568463,0.047936971,0.073855372,0.029789584,0.200655,0.175418864,0.377011763,0.012859346,0.430377905,0.116807618,0.328286754,2.684322035,0.680346112,0.729266096,0.015813241,0.030047804,0.365997833,0.4952364,0.3372637,1.3663416,0.1313863,0.3989867,0.4664237,0.026286
GMTKN55_Amino20x4_58,0.18,0.03,0.04,0.31,0.4,0.1,0.08,0.37,0.74,0.22,0.33,0.15,0.18,0.24,0.33,0.06,0.27,0.28,0.04,0.2,0.09,0.67,0.72,0.38,0.92,0.31,0.07,,0.45,0.36,0.32,0.47,0.19,0.07,0.06,0.33,0.2,0.004399661,0.014138177,0.38,0.310741,0.28,0.03,0.29,0.3,0.11,1.798695563,0.920821139,0.81,0.3,0.260000414,0.340000542,0.3,0.0760711,0.2159338,0.2847502,0.3925749,0.2610906,0.512715,0.0077177
GMTKN55_Amino20x4_80,0.55,0.61,0.4,0.64,0.07,0.6,0.42,0.42,0.87,0.4,0.46,0.25,0.16,0.02,0.06,0.05,0.06,0.65,0.26,0.33,0.11,0.34,0.36,0.38,1.2,0.38,0.46,0.56,0.31,0.74,0.56,0.76,0.39,0.52,0.31,0.48,0.53,0.332243955,0.311316935,0.02,0.062083,0.37,0.19,0.08,0.26,0.03,0.269607359,1.227071887,0.39,0.04,0.090000143,0.020000032,0.26,0.1067848,0.1160366,0.3511928,0.3106524,0.0305924,0.415005,0.1460094
GMTKN55_BH76RC_18,0.8421,0.6678,0.9181,0.9531,0.6312,2.8053,1.4038,0.6583,0.8997,1.0947,0.0394,0.9135,0.0621,1.0378,1.1822,1.4785,0.9476,0.6684,2.1384,1.3881,1.1398,0.3628,0.13,0.9374,0.4734,0.4833,1.0411,1.3047,0.5279,0.0984,1.0326,0.0058,1.8852,0.7522,0.452,0.5998,1.1062,1.48968866,1.487812844,1.4851,1.222771,0.9337,0.4246,1.0859,1.0878,0.1575,2.390781805,6.235080152,0.0754,1.1822,0.463800739,0.333800532,1.0878,1.0957776,0.9503359,0.6757983,0.0622882,1.0378125,0.1460391,0.9684617
GMTKN55_PNICO23_13,0.96,1.66,0.33,1.52,0.03,0.65,1.01,1.19,0.95,0.37,0.07,0.13,0.4,0.31,0.39,0.28,0.21,0.83,0.58,0.31,0.01,0.27,1.02,0.38,2.79,0.06,0.47,0.41,0.26,1.74,0.56,1.41,0.88,1.17,0.77,0.78,0.89,0.38369419,0.422562285,0.01,0.111145,0.14,0.64,0.15,0.2,0.86,2.834903057,2.088208762,0.15,0.32,1.530002438,1.60000255,0.2,0.234941,0.1337137,0.2005206,0.2204571,0.3735165,0.4933509,0.1620486
MN_SR-MGN-BE107_76,1.781388715,0.307416181,3.445390488,3.588520974,0.300406905,0.3967766,1.265651618,19.87850355,8.313590159,2.824232416,1.154619219,0.22848278,2.989185706,2.079291381,6.749696541,1.615522399,5.621464554,2.57287523,3.362253314,2.537693938,0.122280271,3.431372382,8.112222521,4.706985319,0.660080333,8.533608321,0.956935059,0.453735592,10.18172933,8.517358019,1.629609976,10.23310881,0.290665785,5.751568176,4.424069749,4.614441248,2.482626885,9.072138702,9.003546383,1.430010556,5.238735,5.007952142,10.55435045,0.778987013,0.501408407,2.017902654,70.12649622,165.6344728,3.532821853,12.79383909,1.736041299,1.37002287,0.034350785,3.4661871,5.7227535,3.0495854,2.9504543,2.076678,7.0570477,3.6982533
MN_NCCE30_8,1.093861139,0.314212582,1.269720724,0.296483382,2.90121256,3.136001328,0.412700119,2.661918278,2.851545223,1.007647677,1.248893512,0.008565498,0.866684055,0.225802839,2.215288748,0.512110095,0.240473999,0.977464494,1.029591667,0.649396514,0.023477057,1.245736263,2.979124078,0.917675437,1.606360289,3.643449031,0.854773935,0.838985808,3.992632689,2.341418057,2.688775664,2.572717874,0.155647332,2.610977098,1.326786204,2.687382594,1.551095571,2.417950247,2.448684445,0.212756675,0.42899,1.117091522,3.663623445,0.876360244,0.858551539,3.027156001,5.900875008,2.608541249,2.363431072,2.198904488,0.49330365,0.119719242,0.049199668,2.9884908,0.2060179,1.2271205,1.016566,0.2666164,3.6507015,1.1359747
MN_4pIsoE4_3,1.708280301,1.381435963,0.181494428,1.44045946,1.75838062,1.354867232,2.277123485,1.853598835,2.098873278,2.209609791,1.35853816,2.079100469,2.474035809,2.348722262,2.090075602,0.632949503,0.025138011,9.299451202,2.227820102,2.928471552,3.999202708,7.84875707,0.156965101,0.884197831,0.501423617,1.86788094,1.98080746,1.347745005,1.565760457,0.763578052,6.632556777,0.653036066,2.76415832,2.825365548,1.272161546,2.181836243,2.273402356,5.387914262,5.297179974,2.040955327,0.614969,2.049080439,2.119455573,2.134528339,1.324847202,2.815034741,5.781296893,4.034293479,1.316156202,3.526481353,0.168799921,0.389142499,0.709931886,6.3187438,0.1626629,10.504321,2.1049766,2.4431787,2.3945683,0.092948
MGCDB84_Bauza30_9,2.03781149,0.045808,0.08995456,0.81014726,2.60821651,3.83931019,1.45686276,0.18699908,2.74658573,2.0937071,1.64982789,2.03566944,0.88983289,0.84139041,1.02017607,0.26411192,1.24267431,2.42889687,1.8436731,1.33941293,0.57328039,3.08143892,2.65727872,2.49252045,5.31177736,1.47087525,1.93263527,0.674923,2.10425115,2.71935533,0.94877272,3.01954885,0.88980501,0.10292236,0.87534482,0.49127494,0.70882489,0.05069079,0.18900574,0.70694379,0.793533,0.07597231,2.45190425,2.85265182,1.37160934,4.14611691,10.68942674,8.30804078,0.44459211,1.0103546,1.158932449,1.864251784,1.572170979,2.1089176,1.0043589,2.1543993,0.9321333,0.8488138,3.285365,3.5444954
MGCDB84_G21IP_18,6.2159495,3.1063469,2.0236765,0.4504911,1.0795637,5.7379725,2.6879001,7.9063855,4.4571166,0.4314983,0.2332906,2.8368125,0.475051,1.6312087,3.1459373,3.5536076,8.2697568,1.384633,0.4511636,2.0142426,5.0594925,2.5709997,4.153402,2.5108367,0.3665083,5.0854387,0.5173044,3.0030105,6.7925033,3.0800965,3.4015655,3.283903,2.6129926,2.4197698,3.8392705,0.6316265,1.941733,3.2301672,3.2578291,2.7271296,0.910727,6.2159425,5.0854345,0.5173009,3.0030089,1.8133156,10.4478024,39.0793434,3.0800849,3.1459373,1.576124402,0.611163234,0.095092735,3.4015655,8.2697568,1.3846393,0.475051,1.6312087,4.1534083,2.5108304
MGCDB84_NBC10_78,3.2791422,3.561789359,1.972680599,3.151220121,0.154913126,3.990406522,2.693450247,3.590367083,2.647377809,2.124958956,1.686954251,0.722661657,1.170045308,0.566069611,1.027901605,0.560017219,0.814032876,1.320529993,1.240181857,1.122486802,0.153146208,0.394562093,3.957046047,2.482459151,5.172662533,2.261636048,2.1555545,1.699718045,1.92596283,3.849980501,2.624529937,3.435817768,2.667537932,3.069074421,2.547692968,2.907792181,2.814978505,0.268153702,0.165821712,0.076729545,0.000703,0.114857402,0.068511707,0.172349975,0.031351587,0.064738992,0.218332199,3.650768198,0.302654184,0.516615943,,,0.059800224,0.0570984,0.0183452,0.0857051,0.076021,0.1141753,0.0084218,0.041608
MGCDB84_S66x8_108,2.189518321,2.661452089,1.114969045,2.423470492,0.075761799,2.863748288,2.132711957,2.462511121,1.993544406,1.161443717,0.937241349,0.428645653,0.585217431,0.392232657,0.47837804,0.47913582,0.871119607,1.391188499,1.706681952,1.303601225,0.494849411,0.763330731,2.638240011,1.338830612,4.655063074,1.162373309,1.21112333,1.458122615,0.827362805,3.172277453,1.869844713,2.810340703,1.891520837,2.040551519,1.603199737,1.979763168,1.92992561,0.16843723,0.094904851,0.065750446,0.087174,0.255554258,0.524497975,0.412069994,0.384618645,0.284897471,2.312079084,3.312630181,0.023033971,0.147197072,0.195893249,0.290345434,0.403812403,0.0474212,0.49762,0.4079886,0.2276452,0.1025745,0.193068,0.2915946
MGCDB84_Styrene45_16,3.20947521,3.28039979,3.30763389,3.41415532,2.07197387,2.11902773,2.13573436,2.53630768,2.68087294,3.6821613,1.20086104,3.36456249,0.93452781,0.72247315,2.21017142,1.24208509,1.24460385,2.56418492,4.92406002,2.93862661,1.60611326,5.23351972,3.76118018,3.72649899,2.22873679,2.6342584,3.62955241,3.40826564,2.7128069,1.9908522,4.01682322,1.92810884,3.71948324,2.83175616,3.30417129,3.47444474,3.80547558,4.9620999,4.96930785,1.26427332,1.340569,3.69727253,2.87240782,3.81561851,3.52497366,3.84790909,3.83412258,1.87215822,2.76201807,2.22310053,2.463430405,1.182853502,1.345014636,4.2807661,1.2814826,2.347481,0.9543508,0.7351363,3.2827359,3.8993526
MGCDB84_BDE99nonMR_95,4.67367545,0.73468317,0.41020962,0.87510642,1.62936032,2.20221667,0.5236442,6.03172535,2.5855693,0.61808581,4.56012126,2.79648699,2.09730322,1.72113733,4.40085131,3.81090925,1.92336739,6.22693822,2.62923512,0.706465,2.22587063,6.85176355,1.28356917,2.76006991,0.91796494,8.04853398,0.59820241,1.17378282,7.97936091,0.14126813,1.7533681,1.1216573,0.96113748,1.43017723,0.38772776,1.41530985,3.69737484,2.59001471,2.63812216,0.09658738,1.818319,3.49954841,8.70305882,1.15087952,0.86269153,3.98299476,33.5731563,53.24600544,1.88037803,4.40123298,1.611945377,0.161263044,0.416673666,2.4945378,1.9874737,6.0185927,2.0927914,1.7214072,0.83234,2.2701611
MGCDB84_HAT707nonMR_194,1.4333294,0.4690677,1.1474568,2.1264993,0.0762704,4.4326432,2.3916058,6.2732602,1.015772,0.485779,4.8891351,1.8142943,0.2437303,0.1380478,2.0273636,0.7342033,4.9633938,0.5868277,7.0249069,7.1286729,1.0843167,1.6869236,10.8255218,5.9908102,2.7941249,6.0699626,0.5163525,1.0077269,5.3400203,3.0814305,3.0005023,2.6683672,1.9446137,2.9402411,0.6575949,2.5928027,4.0672647,4.8609342,4.8597966,2.280855,0.333351,1.463819,6.0796429,0.5277502,1.0189582,5.0988839,13.6282222,40.22805799,3.0957326,2.0274488,3.153719552,2.160379194,1.144446779,2.9872368,4.9666066,0.6400907,0.2427263,0.1381106,10.9407638,5.97356
MGCDB84_HAT707nonMR_472,0.6029083,0.73906005,0.75527131,0.50410009,0.69698545,2.02138242,2.13416559,0.98174677,1.70586952,1.34936091,2.10883221,1.57279985,2.11604543,0.51469478,0.31182861,3.12854236,0.67049265,7.49572779,0.0189196,3.72807221,0.9310398,3.21465624,4.36199649,0.48247988,1.17385384,0.48493709,1.41824219,0.04914529,0.22939645,0.99066788,4.66745438,1.26244269,0.405179,1.02571033,0.71471073,3.65631763,2.81776025,0.75396766,0.76988776,1.3227476,0.575419,0.79956808,0.40145889,1.33546863,0.11825407,2.11742863,4.19966174,0.9180966,1.16821775,0.31195337,0.963654091,3.268157593,1.348384875,4.5649257,0.6911565,7.5696044,2.1145645,0.5146069,4.5218921,0.3778992
MGCDB84_HAT707MR_349,5.13318794,2.09731906,3.5019618,3.29392571,5.26182813,9.17752199,2.66278808,7.35887772,7.2087831,0.47684909,1.44389087,0.04293328,1.78001897,0.63105489,3.27628211,1.36254202,1.96813851,3.27701479,4.60833462,2.07536508,2.22386947,0.72242491,2.4158077,0.40218224,8.19120162,6.68662949,0.44902971,1.79478368,6.73842758,4.93836412,0.73328361,4.52388223,1.17076547,4.72842034,3.73028302,1.07023831,0.94869814,2.34334472,2.40934906,2.41536541,2.333304,1.54493302,4.94674901,2.12233179,0.48882374,1.6679794,14.98014557,29.89647224,0.92847133,3.2767319,0.267564168,3.671396208,0.832873549,2.8295464,1.5028531,3.6423694,1.7853465,0.6307349,3.205076,2.4038795
MGCDB84_ISOMERIZATION20_18,1.38951968,1.47665443,0.47219372,1.58691501,0.20263955,2.25544614,0.04345413,1.07551666,1.68402781,2.31361945,4.2489242,2.71190444,2.13412149,3.51144573,2.55176565,1.51815722,3.03405401,1.88889707,0.7668054,1.49013008,4.0517299,3.41981673,0.71801377,2.20553458,1.3199094,1.85038849,2.40565527,2.17752933,1.4088782,1.10457732,5.51944149,0.83251248,1.86013917,1.757029,0.08051146,3.62438953,3.63612961,0.84334982,0.84274773,1.89045108,0.651155,1.64010733,1.70060204,2.27161328,2.10139896,1.72835404,4.50802187,4.23551528,0.76073725,2.54618014,1.21517737,0.401156626,1.561146512,5.6916802,3.0497229,1.8812226,2.1830484,3.5154869,0.774979,2.3271584
MGCDB84_3B-69-DIM_109,3.218756502,4.166865375,1.858853933,3.891467394,0.843243426,4.475580283,2.245594564,4.126877269,3.863185416,1.982394552,1.398391729,0.283582699,0.568083081,0.122146781,0.42544396,0.142248107,0.376836321,1.846156027,1.060605624,1.150769766,0.127294492,0.46704711,3.911755027,1.609604148,7.490742032,2.362577207,2.029504577,1.80316303,1.944565832,5.358532961,3.047073794,4.867087538,2.252972507,3.987206142,2.805337933,3.407172568,3.187862453,0.042798079,0.069560572,0.05140942,0.054055,0.17755463,0.110887098,0.13659577,0.358977621,0.33694897,2.70892991,3.794997159,0.949095144,0.060205137,,,0.538448285,0.4624646,0.2125515,0.2248547,0.2658199,0.2058082,0.2751984,0.6025847
GMTKN55_ALKBDE10_1,2.24,2.49,0.57,2.53,4.05,4.6,3.69,6,0.9,1.96,4.8,1.55,0.12,1.19,0.33,1.25,2.47,8.57,5.06,0.66,0.81,2.27,8.11,1.86,,7.68,1.85,1.32,9.04,1.31,0.11,0.1,4.14,2.38,0.25,2.1,0.01,2.473155213,2.407846733,0.27,3.208467,2.66,7.92,2.05,0.5,26.93,25.09217176,24.77349012,1.94,0.33,3.2000051,1.520002422,0.5,0.3738362,2.4929292,8.5692909,0.1199874,1.19,8.1115374,2.0345981
GMTKN55_FH51_12,1.2,1.36,2.24,1.08,2.6,2.64,2.02,0.6,2.29,3.87,1.03,2.41,0.95,0.54,1.14,1.07,0.23,2.04,0.88,1.79,0.9,1.66,2.08,4.86,3.79,1.23,4.23,0.29,1.5,2.33,2.61,2.43,4.01,1.51,1.36,1.34,0.13,2.557742683,2.58037791,3.24,1.313299,0.32,2.2,5.03,0.14,3.65,9.001865783,0.337838979,0.15,1.2,0.820001307,0.540000861,0.14,1.5434732,0.1483109,1.465823,0.7967435,0.4884501,3.445491,5.4942484
GMTKN55_G21EA_10,1.44,1.99,1.55,2.61,1.34,8.59,3.51,3.87,3.96,4.17,4.53,2.47,2.09,1.33,4.38,0.26,0.74,8.32,0.52,0.53,0.7,1.43,5.63,6.47,0.86,2.11,3.47,0.71,1.96,0.53,3.22,1.05,1.18,2.26,0.91,2.23,3.96,4.483623458,4.434975118,2.49,4.2644,1.43,2.11,3.47,1.81,5.48,3.841680128,38.62962246,0.54,4.38,1.800002868,2.330003713,1.81,3.2177912,0.7399686,8.3031702,2.0904267,1.3300251,5.6664959,6.4694101
GMTKN55_PA26_20,3.66,1.08,2.54,3.05,6.85,3.82,2.54,0.51,3.53,0.88,2.01,0.45,4.02,1.56,5.05,0.27,2.21,2.45,0.97,1.53,1.57,1.94,0.68,1.07,3.56,1.51,1.38,1.66,0.82,1.79,7.07,2.15,1.03,5.79,3.49,5.61,4.88,0.133209329,0.075031684,0.67,0.686319,3.96,1.25,1.16,1.16,0.66,11.28633107,7.082269259,2.44,5.06,2.480003952,0.460000733,1.16,7.3460349,2.1673106,2.3419053,4.0523606,1.5690926,0.4258526,0.8898045
GMTKN55_RG18_6,1.8,2.27,0.61,1.51,0.02,1.43,3.24,2.43,0.25,0.91,0.43,0.49,0.85,0.59,0.71,0.89,1.03,2.35,2.07,1.46,0.03,0.05,2.61,1.79,2.25,0.81,0.97,0.77,0.36,1.81,1.28,1.16,2.7,0.79,1.18,1.3,1.29,0.232835766,0.147637667,0.09,0.227657,0.06,0.15,0.06,0.16,0.3,0.312329427,1.865264855,0.13,0.7,0.180000287,0.140000223,0.16,0.0744925,0.541365,1.419812,0.73371,0.5821185,0.518569,0.4092292
GMTKN55_W4-11_7,1.31,3.6,2.99,2.2,2.88,1.5,0.74,8.14,3.84,2.57,1.46,2.08,1.64,1.56,1.73,1,2.34,4.53,5.09,2.18,2.99,1.29,0.25,0.3,2.72,3.76,3.01,0.08,4.47,,7.04,0.55,3.03,2.41,1.53,8.12,7.88,0.208969176,0.224645505,2.28,0.389115,1.84,4.08,3.26,1.1,6.31,21.98401642,35.69215179,0.91,1.73,0.180000287,0.480000765,1.1,7.3877843,2.3209551,4.5065939,1.6405961,1.5600377,0.1992408,0.1102852
GMTKN55_WCPT18_2,0.72,2.46,1.49,1.31,3.87,4.55,0.45,6.41,4.45,2.02,2.54,0.36,1.62,0.72,2.14,2.22,0.3,0.07,1.46,1.45,1.26,0.07,4.47,1.64,4.98,6.81,2.26,1.26,6.57,5.73,5.44,5.4,1.59,4.74,2.71,5.24,3.5,0.061409509,0.060759346,0.08,0.360356,0.74,6.82,2.26,1.34,3.45,10.8252249,13.20250698,5.79,2.14,1.160001849,1.170001865,1.34,5.4487663,0.2980735,0.0730497,1.6035593,0.7222214,4.4616228,1.6333547
MGCDB84_NBPRC_11,10.41205263,7.02558836,5.82664487,7.77376198,5.14524321,14.31504343,4.83426394,8.39655788,11.84273996,3.06273541,6.67738227,0.31505297,3.63355947,1.74073134,4.00111412,1.33480919,2.10042022,6.72036617,4.17775371,5.33163418,2.23192413,1.5744208,6.94528754,1.47423477,15.7915763,5.36630697,2.98215246,5.67038665,5.10265992,10.89144535,6.94664196,10.94282815,4.23079289,11.13420543,6.72492835,7.74351282,6.60880044,2.98464838,2.75756449,1.07301881,1.18211,0.55209527,0.18377844,2.43061671,1.8340454,1.59739395,5.78832186,11.42375149,0.88484657,3.66274129,,,0.614805453,13.5498376,3.4477762,10.246791,4.6780608,2.0262479,15.4526843,7.5115616
MGCDB84_BH76RC_10,5.6187642,5.89422305,2.74849082,2.94435448,6.31261735,5.70231728,0.86382791,8.70196222,6.37273789,5.61724443,3.31818398,0.58426207,1.87017669,0.44945002,3.43640639,0.4502083,0.99467493,1.26080246,1.28711019,0.32953816,0.04447928,1.20003471,6.81158276,5.31975661,7.07249914,6.73172515,5.576002,3.56525223,7.09542734,5.25280405,8.19578238,5.10652587,1.77643474,6.24656373,3.69766639,9.10524689,8.74998766,2.84784747,2.85785361,2.31958701,0.009274,5.9151744,6.91387496,5.71897116,3.6312859,8.3186333,14.40654648,11.20502754,5.77961101,3.43653363,2.951468022,1.603932367,1.652533016,7.996724,0.9846913,1.1854135,1.8686707,0.4495441,6.6484116,5.2142598
